Entity,Code,Year,Median age - Sex: all - Age: all - Variant: estimates,Median age - Sex: all - Age: all - Variant: medium
Papua New Guinea,PNG,2056,,29.792
Papua New Guinea,PNG,2057,,29.99
Papua New Guinea,PNG,2058,,30.186
Papua New Guinea,PNG,2059,,30.378
Papua New Guinea,PNG,2060,,30.567
Papua New Guinea,PNG,2061,,30.755
Papua New Guinea,PNG,2062,,30.94
Papua New Guinea,PNG,2063,,31.123
Papua New Guinea,PNG,2064,,31.303
Papua New Guinea,PNG,2065,,31.48
Papua New Guinea,PNG,2066,,31.657
Papua New Guinea,PNG,2067,,31.832
Papua New Guinea,PNG,2068,,32.006
Papua New Guinea,PNG,2069,,32.18
Papua New Guinea,PNG,2070,,32.352
Papua New Guinea,PNG,2071,,32.524
Papua New Guinea,PNG,2072,,32.694
Papua New Guinea,PNG,2073,,32.865
Papua New Guinea,PNG,2074,,33.037
Papua New Guinea,PNG,2075,,33.208
Papua New Guinea,PNG,2076,,33.379
Papua New Guinea,PNG,2077,,33.547
Papua New Guinea,PNG,2078,,33.714
Papua New Guinea,PNG,2079,,33.881
Papua New Guinea,PNG,2080,,34.046
Papua New Guinea,PNG,2081,,34.211
Papua New Guinea,PNG,2082,,34.376
Papua New Guinea,PNG,2083,,34.54
Papua New Guinea,PNG,2084,,34.701
Papua New Guinea,PNG,2085,,34.862
Papua New Guinea,PNG,2086,,35.02
Papua New Guinea,PNG,2087,,35.178
Papua New Guinea,PNG,2088,,35.336
Papua New Guinea,PNG,2089,,35.494
Papua New Guinea,PNG,2090,,35.649
Papua New Guinea,PNG,2091,,35.802
Papua New Guinea,PNG,2092,,35.955
Papua New Guinea,PNG,2093,,36.108
Papua New Guinea,PNG,2094,,36.259
Papua New Guinea,PNG,2095,,36.41
Papua New Guinea,PNG,2096,,36.56
Papua New Guinea,PNG,2097,,36.709
Papua New Guinea,PNG,2098,,36.857
Papua New Guinea,PNG,2099,,37.004
Papua New Guinea,PNG,2100,,37.151
Paraguay,PRY,1950,15.894,
Paraguay,PRY,1951,15.786,
Paraguay,PRY,1952,15.697,
Paraguay,PRY,1953,15.631,
Paraguay,PRY,1954,15.586,
Paraguay,PRY,1955,15.553,
Paraguay,PRY,1956,15.528,
Paraguay,PRY,1957,15.521,
Paraguay,PRY,1958,15.543,
Paraguay,PRY,1959,15.588,
Paraguay,PRY,1960,15.643,
Paraguay,PRY,1961,15.703,
Paraguay,PRY,1962,15.76,
Paraguay,PRY,1963,15.783,
Paraguay,PRY,1964,15.779,
Paraguay,PRY,1965,15.791,
Paraguay,PRY,1966,15.819,
Paraguay,PRY,1967,15.85,
Paraguay,PRY,1968,15.888,
Paraguay,PRY,1969,15.946,
Paraguay,PRY,1970,16.021,
Paraguay,PRY,1971,16.113,
Paraguay,PRY,1972,16.22,
Paraguay,PRY,1973,16.367,
Paraguay,PRY,1974,16.541,
Paraguay,PRY,1975,16.717,
Paraguay,PRY,1976,16.903,
Paraguay,PRY,1977,17.089,
Paraguay,PRY,1978,17.269,
Paraguay,PRY,1979,17.436,
Paraguay,PRY,1980,17.585,
Paraguay,PRY,1981,17.718,
Paraguay,PRY,1982,17.819,
Paraguay,PRY,1983,17.895,
Paraguay,PRY,1984,17.965,
Paraguay,PRY,1985,18.025,
Paraguay,PRY,1986,18.074,
Paraguay,PRY,1987,18.113,
Paraguay,PRY,1988,18.145,
Paraguay,PRY,1989,18.172,
Paraguay,PRY,1990,18.199,
Paraguay,PRY,1991,18.224,
Paraguay,PRY,1992,18.25,
Paraguay,PRY,1993,18.287,
Paraguay,PRY,1994,18.337,
Paraguay,PRY,1995,18.399,
Paraguay,PRY,1996,18.479,
Paraguay,PRY,1997,18.58,
Paraguay,PRY,1998,18.707,
Paraguay,PRY,1999,18.862,
Paraguay,PRY,2000,19.045,
Paraguay,PRY,2001,19.249,
Paraguay,PRY,2002,19.461,
Paraguay,PRY,2003,19.729,
Paraguay,PRY,2004,20.052,
Paraguay,PRY,2005,20.387,
Paraguay,PRY,2006,20.733,
Paraguay,PRY,2007,21.091,
Paraguay,PRY,2008,21.453,
Paraguay,PRY,2009,21.816,
Paraguay,PRY,2010,22.178,
Paraguay,PRY,2011,22.537,
Paraguay,PRY,2012,22.891,
Paraguay,PRY,2013,23.241,
Paraguay,PRY,2014,23.584,
Paraguay,PRY,2015,23.916,
Paraguay,PRY,2016,24.241,
Paraguay,PRY,2017,24.566,
Paraguay,PRY,2018,24.891,
Paraguay,PRY,2019,25.215,
Paraguay,PRY,2020,25.528,
Paraguay,PRY,2021,25.79,
Paraguay,PRY,2022,26.045,
Paraguay,PRY,2023,26.341,
Paraguay,PRY,2024,,26.649
Paraguay,PRY,2025,,26.958
Paraguay,PRY,2026,,27.266
Paraguay,PRY,2027,,27.571
Paraguay,PRY,2028,,27.871
Paraguay,PRY,2029,,28.162
Paraguay,PRY,2030,,28.443
Paraguay,PRY,2031,,28.712
Paraguay,PRY,2032,,28.969
Paraguay,PRY,2033,,29.216
Paraguay,PRY,2034,,29.459
Paraguay,PRY,2035,,29.7
Paraguay,PRY,2036,,29.941
Paraguay,PRY,2037,,30.179
Paraguay,PRY,2038,,30.414
Paraguay,PRY,2039,,30.651
Paraguay,PRY,2040,,30.893
Paraguay,PRY,2041,,31.141
Paraguay,PRY,2042,,31.388
Paraguay,PRY,2043,,31.636
Paraguay,PRY,2044,,31.885
Paraguay,PRY,2045,,32.142
Paraguay,PRY,2046,,32.404
Paraguay,PRY,2047,,32.672
Paraguay,PRY,2048,,32.949
Paraguay,PRY,2049,,33.236
Paraguay,PRY,2050,,33.528
Paraguay,PRY,2051,,33.821
Paraguay,PRY,2052,,34.115
Paraguay,PRY,2053,,34.408
Paraguay,PRY,2054,,34.699
Paraguay,PRY,2055,,34.986
Paraguay,PRY,2056,,35.27
Paraguay,PRY,2057,,35.551
Paraguay,PRY,2058,,35.828
Paraguay,PRY,2059,,36.101
Paraguay,PRY,2060,,36.372
Paraguay,PRY,2061,,36.637
Paraguay,PRY,2062,,36.897
Paraguay,PRY,2063,,37.152
Paraguay,PRY,2064,,37.402
Paraguay,PRY,2065,,37.646
Paraguay,PRY,2066,,37.884
Paraguay,PRY,2067,,38.116
Paraguay,PRY,2068,,38.342
Paraguay,PRY,2069,,38.561
Paraguay,PRY,2070,,38.773
Paraguay,PRY,2071,,38.978
Paraguay,PRY,2072,,39.177
Paraguay,PRY,2073,,39.371
Paraguay,PRY,2074,,39.56
Paraguay,PRY,2075,,39.745
Paraguay,PRY,2076,,39.928
Paraguay,PRY,2077,,40.107
Paraguay,PRY,2078,,40.282
Paraguay,PRY,2079,,40.455
Paraguay,PRY,2080,,40.625
Paraguay,PRY,2081,,40.796
Paraguay,PRY,2082,,40.966
Paraguay,PRY,2083,,41.136
Paraguay,PRY,2084,,41.306
Paraguay,PRY,2085,,41.479
Paraguay,PRY,2086,,41.653
Paraguay,PRY,2087,,41.829
Paraguay,PRY,2088,,42.005
Paraguay,PRY,2089,,42.183
Paraguay,PRY,2090,,42.363
Paraguay,PRY,2091,,42.543
Paraguay,PRY,2092,,42.723
Paraguay,PRY,2093,,42.903
Paraguay,PRY,2094,,43.082
Paraguay,PRY,2095,,43.261
Paraguay,PRY,2096,,43.438
Paraguay,PRY,2097,,43.612
Paraguay,PRY,2098,,43.784
Paraguay,PRY,2099,,43.954
Paraguay,PRY,2100,,44.122
Peru,PER,1950,17.892,
Peru,PER,1951,17.851,
Peru,PER,1952,17.809,
Peru,PER,1953,17.754,
Peru,PER,1954,17.685,
Peru,PER,1955,17.61,
Peru,PER,1956,17.53,
Peru,PER,1957,17.438,
Peru,PER,1958,17.326,
Peru,PER,1959,17.201,
Peru,PER,1960,17.07,
Peru,PER,1961,16.943,
Peru,PER,1962,16.847,
Peru,PER,1963,16.789,
Peru,PER,1964,16.755,
Peru,PER,1965,16.739,
Peru,PER,1966,16.737,
Peru,PER,1967,16.744,
Peru,PER,1968,16.757,
Peru,PER,1969,16.773,
Peru,PER,1970,16.799,
Peru,PER,1971,16.839,
Peru,PER,1972,16.894,
Peru,PER,1973,16.936,
Peru,PER,1974,16.968,
Peru,PER,1975,17.01,
Peru,PER,1976,17.064,
Peru,PER,1977,17.13,
Peru,PER,1978,17.205,
Peru,PER,1979,17.293,
Peru,PER,1980,17.386,
Peru,PER,1981,17.485,
Peru,PER,1982,17.598,
Peru,PER,1983,17.724,
Peru,PER,1984,17.857,
Peru,PER,1985,17.997,
Peru,PER,1986,18.138,
Peru,PER,1987,18.284,
Peru,PER,1988,18.441,
Peru,PER,1989,18.606,
Peru,PER,1990,18.784,
Peru,PER,1991,18.968,
Peru,PER,1992,19.164,
Peru,PER,1993,19.377,
Peru,PER,1994,19.619,
Peru,PER,1995,19.892,
Peru,PER,1996,20.175,
Peru,PER,1997,20.466,
Peru,PER,1998,20.764,
Peru,PER,1999,21.072,
Peru,PER,2000,21.395,
Peru,PER,2001,21.738,
Peru,PER,2002,22.1,
Peru,PER,2003,22.472,
Peru,PER,2004,22.842,
Peru,PER,2005,23.213,
Peru,PER,2006,23.594,
Peru,PER,2007,23.978,
Peru,PER,2008,24.384,
Peru,PER,2009,24.805,
Peru,PER,2010,25.216,
Peru,PER,2011,25.61,
Peru,PER,2012,25.99,
Peru,PER,2013,26.364,
Peru,PER,2014,26.724,
Peru,PER,2015,27.055,
Peru,PER,2016,27.333,
Peru,PER,2017,27.612,
Peru,PER,2018,27.914,
Peru,PER,2019,28.221,
Peru,PER,2020,28.532,
Peru,PER,2021,28.803,
Peru,PER,2022,29.096,
Peru,PER,2023,29.451,
Peru,PER,2024,,29.819
Peru,PER,2025,,30.184
Peru,PER,2026,,30.55
Peru,PER,2027,,30.914
Peru,PER,2028,,31.277
Peru,PER,2029,,31.639
Peru,PER,2030,,31.999
Peru,PER,2031,,32.359
Peru,PER,2032,,32.718
Peru,PER,2033,,33.075
Peru,PER,2034,,33.433
Peru,PER,2035,,33.788
Peru,PER,2036,,34.138
Peru,PER,2037,,34.485
Peru,PER,2038,,34.83
Peru,PER,2039,,35.178
Peru,PER,2040,,35.53
Peru,PER,2041,,35.888
Peru,PER,2042,,36.249
Peru,PER,2043,,36.611
Peru,PER,2044,,36.972
Peru,PER,2045,,37.332
Peru,PER,2046,,37.689
Peru,PER,2047,,38.042
Peru,PER,2048,,38.39
Peru,PER,2049,,38.732
Peru,PER,2050,,39.065
Peru,PER,2051,,39.395
Peru,PER,2052,,39.719
Peru,PER,2053,,40.036
Peru,PER,2054,,40.343
Peru,PER,2055,,40.643
Peru,PER,2056,,40.935
Peru,PER,2057,,41.22
Peru,PER,2058,,41.498
Peru,PER,2059,,41.769
Peru,PER,2060,,42.036
Peru,PER,2061,,42.299
Peru,PER,2062,,42.559
Peru,PER,2063,,42.817
Peru,PER,2064,,43.071
Peru,PER,2065,,43.321
Peru,PER,2066,,43.564
Peru,PER,2067,,43.802
Peru,PER,2068,,44.035
Peru,PER,2069,,44.265
Peru,PER,2070,,44.491
Peru,PER,2071,,44.711
Peru,PER,2072,,44.925
Peru,PER,2073,,45.133
Peru,PER,2074,,45.337
Peru,PER,2075,,45.535
Peru,PER,2076,,45.727
Peru,PER,2077,,45.911
Peru,PER,2078,,46.09
Peru,PER,2079,,46.262
Peru,PER,2080,,46.429
Peru,PER,2081,,46.591
Peru,PER,2082,,46.748
Peru,PER,2083,,46.899
Peru,PER,2084,,47.047
Peru,PER,2085,,47.189
Peru,PER,2086,,47.325
Peru,PER,2087,,47.458
Peru,PER,2088,,47.587
Peru,PER,2089,,47.712
Peru,PER,2090,,47.834
Peru,PER,2091,,47.952
Peru,PER,2092,,48.066
Peru,PER,2093,,48.178
Peru,PER,2094,,48.286
Peru,PER,2095,,48.39
Peru,PER,2096,,48.491
Peru,PER,2097,,48.587
Peru,PER,2098,,48.68
Peru,PER,2099,,48.77
Peru,PER,2100,,48.86
Philippines,PHL,1950,15.522,
Philippines,PHL,1951,15.448,
Philippines,PHL,1952,15.374,
Philippines,PHL,1953,15.311,
Philippines,PHL,1954,15.256,
Philippines,PHL,1955,15.201,
Philippines,PHL,1956,15.136,
Philippines,PHL,1957,15.063,
Philippines,PHL,1958,14.983,
Philippines,PHL,1959,14.892,
Philippines,PHL,1960,14.744,
Philippines,PHL,1961,14.565,
Philippines,PHL,1962,14.42,
Philippines,PHL,1963,14.329,
Philippines,PHL,1964,14.312,
Philippines,PHL,1965,14.334,
Philippines,PHL,1966,14.361,
Philippines,PHL,1967,14.404,
Philippines,PHL,1968,14.476,
Philippines,PHL,1969,14.568,
Philippines,PHL,1970,14.641,
Philippines,PHL,1971,14.704,
Philippines,PHL,1972,14.786,
Philippines,PHL,1973,14.891,
Philippines,PHL,1974,15.011,
Philippines,PHL,1975,15.164,
Philippines,PHL,1976,15.371,
Philippines,PHL,1977,15.595,
Philippines,PHL,1978,15.808,
Philippines,PHL,1979,16.009,
Philippines,PHL,1980,16.205,
Philippines,PHL,1981,16.401,
Philippines,PHL,1982,16.613,
Philippines,PHL,1983,16.824,
Philippines,PHL,1984,17.014,
Philippines,PHL,1985,17.171,
Philippines,PHL,1986,17.296,
Philippines,PHL,1987,17.424,
Philippines,PHL,1988,17.551,
Philippines,PHL,1989,17.656,
Philippines,PHL,1990,17.766,
Philippines,PHL,1991,17.846,
Philippines,PHL,1992,17.924,
Philippines,PHL,1993,18.021,
Philippines,PHL,1994,18.086,
Philippines,PHL,1995,18.154,
Philippines,PHL,1996,18.256,
Philippines,PHL,1997,18.395,
Philippines,PHL,1998,18.585,
Philippines,PHL,1999,18.795,
Philippines,PHL,2000,18.991,
Philippines,PHL,2001,19.169,
Philippines,PHL,2002,19.333,
Philippines,PHL,2003,19.513,
Philippines,PHL,2004,19.708,
Philippines,PHL,2005,19.911,
Philippines,PHL,2006,20.091,
Philippines,PHL,2007,20.275,
Philippines,PHL,2008,20.463,
Philippines,PHL,2009,20.653,
Philippines,PHL,2010,20.88,
Philippines,PHL,2011,21.111,
Philippines,PHL,2012,21.359,
Philippines,PHL,2013,21.622,
Philippines,PHL,2014,21.889,
Philippines,PHL,2015,22.213,
Philippines,PHL,2016,22.583,
Philippines,PHL,2017,22.954,
Philippines,PHL,2018,23.325,
Philippines,PHL,2019,23.689,
Philippines,PHL,2020,24.075,
Philippines,PHL,2021,24.468,
Philippines,PHL,2022,24.866,
Philippines,PHL,2023,25.287,
Philippines,PHL,2024,,25.712
Philippines,PHL,2025,,26.14
Philippines,PHL,2026,,26.567
Philippines,PHL,2027,,26.991
Philippines,PHL,2028,,27.411
Philippines,PHL,2029,,27.827
Philippines,PHL,2030,,28.236
Philippines,PHL,2031,,28.635
Philippines,PHL,2032,,29.023
Philippines,PHL,2033,,29.401
Philippines,PHL,2034,,29.773
Philippines,PHL,2035,,30.142
Philippines,PHL,2036,,30.508
Philippines,PHL,2037,,30.874
Philippines,PHL,2038,,31.24
Philippines,PHL,2039,,31.608
Philippines,PHL,2040,,31.98
Philippines,PHL,2041,,32.361
Philippines,PHL,2042,,32.747
Philippines,PHL,2043,,33.137
Philippines,PHL,2044,,33.525
Philippines,PHL,2045,,33.916
Philippines,PHL,2046,,34.313
Philippines,PHL,2047,,34.712
Philippines,PHL,2048,,35.115
Philippines,PHL,2049,,35.517
Philippines,PHL,2050,,35.915
Philippines,PHL,2051,,36.308
Philippines,PHL,2052,,36.696
Philippines,PHL,2053,,37.081
Philippines,PHL,2054,,37.471
Philippines,PHL,2055,,37.862
Philippines,PHL,2056,,38.252
Philippines,PHL,2057,,38.634
Philippines,PHL,2058,,39.007
Philippines,PHL,2059,,39.371
Philippines,PHL,2060,,39.694
Philippines,PHL,2061,,39.96
Philippines,PHL,2062,,40.153
Philippines,PHL,2063,,40.323
Philippines,PHL,2064,,40.489
Philippines,PHL,2065,,40.654
Philippines,PHL,2066,,40.816
Philippines,PHL,2067,,40.975
Philippines,PHL,2068,,41.134
Philippines,PHL,2069,,41.293
Philippines,PHL,2070,,41.453
Philippines,PHL,2071,,41.615
Philippines,PHL,2072,,41.778
Philippines,PHL,2073,,41.943
Philippines,PHL,2074,,42.11
Philippines,PHL,2075,,42.28
Philippines,PHL,2076,,42.452
Philippines,PHL,2077,,42.629
Philippines,PHL,2078,,42.81
Philippines,PHL,2079,,42.993
Philippines,PHL,2080,,43.177
Philippines,PHL,2081,,43.363
Philippines,PHL,2082,,43.549
Philippines,PHL,2083,,43.734
Philippines,PHL,2084,,43.916
Philippines,PHL,2085,,44.097
Philippines,PHL,2086,,44.276
Philippines,PHL,2087,,44.452
Philippines,PHL,2088,,44.623
Philippines,PHL,2089,,44.789
Philippines,PHL,2090,,44.951
Philippines,PHL,2091,,45.107
Philippines,PHL,2092,,45.256
Philippines,PHL,2093,,45.397
Philippines,PHL,2094,,45.527
Philippines,PHL,2095,,45.649
Philippines,PHL,2096,,45.76
Philippines,PHL,2097,,45.861
Philippines,PHL,2098,,45.951
Philippines,PHL,2099,,46.033
Philippines,PHL,2100,,46.107
Poland,POL,1950,24.832,
Poland,POL,1951,24.922,
Poland,POL,1952,24.999,
Poland,POL,1953,25.07,
Poland,POL,1954,25.135,
Poland,POL,1955,25.194,
Poland,POL,1956,25.255,
Poland,POL,1957,25.316,
Poland,POL,1958,25.396,
Poland,POL,1959,25.5,
Poland,POL,1960,25.622,
Poland,POL,1961,25.769,
Poland,POL,1962,25.946,
Poland,POL,1963,26.139,
Poland,POL,1964,26.336,
Poland,POL,1965,26.53,
Poland,POL,1966,26.725,
Poland,POL,1967,26.914,
Poland,POL,1968,27.084,
Poland,POL,1969,27.205,
Poland,POL,1970,27.277,
Poland,POL,1971,27.275,
Poland,POL,1972,27.224,
Poland,POL,1973,27.164,
Poland,POL,1974,27.209,
Poland,POL,1975,27.367,
Poland,POL,1976,27.566,
Poland,POL,1977,27.791,
Poland,POL,1978,28.037,
Poland,POL,1979,28.286,
Poland,POL,1980,28.529,
Poland,POL,1981,28.79,
Poland,POL,1982,29.063,
Poland,POL,1983,29.315,
Poland,POL,1984,29.558,
Poland,POL,1985,29.804,
Poland,POL,1986,30.074,
Poland,POL,1987,30.374,
Poland,POL,1988,30.729,
Poland,POL,1989,31.098,
Poland,POL,1990,31.437,
Poland,POL,1991,31.756,
Poland,POL,1992,32.064,
Poland,POL,1993,32.367,
Poland,POL,1994,32.654,
Poland,POL,1995,32.933,
Poland,POL,1996,33.2,
Poland,POL,1997,33.46,
Poland,POL,1998,33.723,
Poland,POL,1999,33.99,
Poland,POL,2000,34.254,
Poland,POL,2001,34.519,
Poland,POL,2002,34.79,
Poland,POL,2003,35.059,
Poland,POL,2004,35.325,
Poland,POL,2005,35.586,
Poland,POL,2006,35.86,
Poland,POL,2007,36.138,
Poland,POL,2008,36.397,
Poland,POL,2009,36.735,
Poland,POL,2010,36.944,
Poland,POL,2011,37.051,
Poland,POL,2012,37.308,
Poland,POL,2013,37.628,
Poland,POL,2014,37.965,
Poland,POL,2015,38.317,
Poland,POL,2016,38.675,
Poland,POL,2017,39.034,
Poland,POL,2018,39.389,
Poland,POL,2019,39.742,
Poland,POL,2020,40.101,
Poland,POL,2021,40.464,
Poland,POL,2022,40.864,
Poland,POL,2023,41.31,
Poland,POL,2024,,41.839
Poland,POL,2025,,42.463
Poland,POL,2026,,43.037
Poland,POL,2027,,43.531
Poland,POL,2028,,44.029
Poland,POL,2029,,44.527
Poland,POL,2030,,45.025
Poland,POL,2031,,45.517
Poland,POL,2032,,46.003
Poland,POL,2033,,46.476
Poland,POL,2034,,46.937
Poland,POL,2035,,47.382
Poland,POL,2036,,47.811
Poland,POL,2037,,48.222
Poland,POL,2038,,48.614
Poland,POL,2039,,48.987
Poland,POL,2040,,49.341
Poland,POL,2041,,49.675
Poland,POL,2042,,49.992
Poland,POL,2043,,50.289
Poland,POL,2044,,50.565
Poland,POL,2045,,50.82
Poland,POL,2046,,51.054
Poland,POL,2047,,51.266
Poland,POL,2048,,51.453
Poland,POL,2049,,51.617
Poland,POL,2050,,51.756
Poland,POL,2051,,51.87
Poland,POL,2052,,51.959
Poland,POL,2053,,52.024
Poland,POL,2054,,52.067
Poland,POL,2055,,52.091
Poland,POL,2056,,52.11
Poland,POL,2057,,52.142
Poland,POL,2058,,52.205
Poland,POL,2059,,52.311
Poland,POL,2060,,52.462
Poland,POL,2061,,52.65
Poland,POL,2062,,52.866
Poland,POL,2063,,53.097
Poland,POL,2064,,53.33
Poland,POL,2065,,53.553
Poland,POL,2066,,53.761
Poland,POL,2067,,53.949
Poland,POL,2068,,54.12
Poland,POL,2069,,54.274
Poland,POL,2070,,54.415
Poland,POL,2071,,54.546
Poland,POL,2072,,54.673
Poland,POL,2073,,54.799
Poland,POL,2074,,54.927
Poland,POL,2075,,55.058
Poland,POL,2076,,55.173
Poland,POL,2077,,55.241
Poland,POL,2078,,55.244
Poland,POL,2079,,55.204
Poland,POL,2080,,55.157
Poland,POL,2081,,55.098
Poland,POL,2082,,55.033
Poland,POL,2083,,54.962
Poland,POL,2084,,54.885
Poland,POL,2085,,54.803
Poland,POL,2086,,54.723
Poland,POL,2087,,54.648
Poland,POL,2088,,54.588
Poland,POL,2089,,54.547
Poland,POL,2090,,54.526
Poland,POL,2091,,54.529
Poland,POL,2092,,54.552
Poland,POL,2093,,54.596
Poland,POL,2094,,54.658
Poland,POL,2095,,54.738
Poland,POL,2096,,54.831
Poland,POL,2097,,54.933
Poland,POL,2098,,55.042
Poland,POL,2099,,55.155
Poland,POL,2100,,55.271
Portugal,PRT,1950,25.028,
Portugal,PRT,1951,25.253,
Portugal,PRT,1952,25.494,
Portugal,PRT,1953,25.742,
Portugal,PRT,1954,25.982,
Portugal,PRT,1955,26.186,
Portugal,PRT,1956,26.334,
Portugal,PRT,1957,26.46,
Portugal,PRT,1958,26.583,
Portugal,PRT,1959,26.706,
Portugal,PRT,1960,26.842,
Portugal,PRT,1961,27.056,
Portugal,PRT,1962,27.276,
Portugal,PRT,1963,27.479,
Portugal,PRT,1964,27.678,
Portugal,PRT,1965,27.863,
Portugal,PRT,1966,28.013,
Portugal,PRT,1967,28.144,
Portugal,PRT,1968,28.249,
Portugal,PRT,1969,28.369,
Portugal,PRT,1970,28.574,
Portugal,PRT,1971,28.651,
Portugal,PRT,1972,28.569,
Portugal,PRT,1973,28.599,
Portugal,PRT,1974,28.653,
Portugal,PRT,1975,28.73,
Portugal,PRT,1976,28.783,
Portugal,PRT,1977,28.844,
Portugal,PRT,1978,29.011,
Portugal,PRT,1979,29.254,
Portugal,PRT,1980,29.529,
Portugal,PRT,1981,29.815,
Portugal,PRT,1982,30.103,
Portugal,PRT,1983,30.404,
Portugal,PRT,1984,30.715,
Portugal,PRT,1985,31.054,
Portugal,PRT,1986,31.433,
Portugal,PRT,1987,31.841,
Portugal,PRT,1988,32.272,
Portugal,PRT,1989,32.719,
Portugal,PRT,1990,33.175,
Portugal,PRT,1991,33.635,
Portugal,PRT,1992,34.047,
Portugal,PRT,1993,34.39,
Portugal,PRT,1994,34.722,
Portugal,PRT,1995,35.059,
Portugal,PRT,1996,35.388,
Portugal,PRT,1997,35.715,
Portugal,PRT,1998,36.044,
Portugal,PRT,1999,36.353,
Portugal,PRT,2000,36.68,
Portugal,PRT,2001,37.007,
Portugal,PRT,2002,37.323,
Portugal,PRT,2003,37.66,
Portugal,PRT,2004,38.033,
Portugal,PRT,2005,38.416,
Portugal,PRT,2006,38.801,
Portugal,PRT,2007,39.197,
Portugal,PRT,2008,39.606,
Portugal,PRT,2009,40.031,
Portugal,PRT,2010,40.482,
Portugal,PRT,2011,40.92,
Portugal,PRT,2012,41.353,
Portugal,PRT,2013,41.836,
Portugal,PRT,2014,42.339,
Portugal,PRT,2015,42.822,
Portugal,PRT,2016,43.284,
Portugal,PRT,2017,43.735,
Portugal,PRT,2018,44.171,
Portugal,PRT,2019,44.604,
Portugal,PRT,2020,45.026,
Portugal,PRT,2021,45.424,
Portugal,PRT,2022,45.806,
Portugal,PRT,2023,46.2,
Portugal,PRT,2024,,46.575
Portugal,PRT,2025,,46.915
Portugal,PRT,2026,,47.235
Portugal,PRT,2027,,47.523
Portugal,PRT,2028,,47.795
Portugal,PRT,2029,,48.057
Portugal,PRT,2030,,48.298
Portugal,PRT,2031,,48.517
Portugal,PRT,2032,,48.715
Portugal,PRT,2033,,48.888
Portugal,PRT,2034,,49.03
Portugal,PRT,2035,,49.13
Portugal,PRT,2036,,49.177
Portugal,PRT,2037,,49.186
Portugal,PRT,2038,,49.174
Portugal,PRT,2039,,49.144
Portugal,PRT,2040,,49.105
Portugal,PRT,2041,,49.061
Portugal,PRT,2042,,48.999
Portugal,PRT,2043,,48.924
Portugal,PRT,2044,,48.819
Portugal,PRT,2045,,48.696
Portugal,PRT,2046,,48.586
Portugal,PRT,2047,,48.489
Portugal,PRT,2048,,48.409
Portugal,PRT,2049,,48.373
Portugal,PRT,2050,,48.346
Portugal,PRT,2051,,48.292
Portugal,PRT,2052,,48.251
Portugal,PRT,2053,,48.224
Portugal,PRT,2054,,48.211
Portugal,PRT,2055,,48.208
Portugal,PRT,2056,,48.189
Portugal,PRT,2057,,48.168
Portugal,PRT,2058,,48.145
Portugal,PRT,2059,,48.124
Portugal,PRT,2060,,48.103
Portugal,PRT,2061,,48.034
Portugal,PRT,2062,,47.891
Portugal,PRT,2063,,47.716
Portugal,PRT,2064,,47.574
Portugal,PRT,2065,,47.456
Portugal,PRT,2066,,47.34
Portugal,PRT,2067,,47.23
Portugal,PRT,2068,,47.12
Portugal,PRT,2069,,46.975
Portugal,PRT,2070,,46.833
Portugal,PRT,2071,,46.739
Portugal,PRT,2072,,46.656
Portugal,PRT,2073,,46.579
Portugal,PRT,2074,,46.512
Portugal,PRT,2075,,46.451
Portugal,PRT,2076,,46.399
Portugal,PRT,2077,,46.357
Portugal,PRT,2078,,46.325
Portugal,PRT,2079,,46.309
Portugal,PRT,2080,,46.306
Portugal,PRT,2081,,46.318
Portugal,PRT,2082,,46.342
Portugal,PRT,2083,,46.374
Portugal,PRT,2084,,46.416
Portugal,PRT,2085,,46.468
Portugal,PRT,2086,,46.526
Portugal,PRT,2087,,46.592
Portugal,PRT,2088,,46.663
Portugal,PRT,2089,,46.733
Portugal,PRT,2090,,46.803
Portugal,PRT,2091,,46.87
Portugal,PRT,2092,,46.935
Portugal,PRT,2093,,46.998
Portugal,PRT,2094,,47.055
Portugal,PRT,2095,,47.111
Portugal,PRT,2096,,47.163
Portugal,PRT,2097,,47.204
Portugal,PRT,2098,,47.236
Portugal,PRT,2099,,47.263
Portugal,PRT,2100,,47.286
Puerto Rico,PRI,1950,17.122,
Puerto Rico,PRI,1951,17.115,
Puerto Rico,PRI,1952,17.143,
Puerto Rico,PRI,1953,17.18,
Puerto Rico,PRI,1954,17.238,
Puerto Rico,PRI,1955,17.29,
Puerto Rico,PRI,1956,17.315,
Puerto Rico,PRI,1957,17.313,
Puerto Rico,PRI,1958,17.292,
Puerto Rico,PRI,1959,17.257,
Puerto Rico,PRI,1960,17.368,
Puerto Rico,PRI,1961,17.674,
Puerto Rico,PRI,1962,18.028,
Puerto Rico,PRI,1963,18.371,
Puerto Rico,PRI,1964,18.695,
Puerto Rico,PRI,1965,18.999,
Puerto Rico,PRI,1966,19.283,
Puerto Rico,PRI,1967,19.545,
Puerto Rico,PRI,1968,19.78,
Puerto Rico,PRI,1969,19.994,
Puerto Rico,PRI,1970,20.27,
Puerto Rico,PRI,1971,20.639,
Puerto Rico,PRI,1972,21.029,
Puerto Rico,PRI,1973,21.407,
Puerto Rico,PRI,1974,21.769,
Puerto Rico,PRI,1975,22.113,
Puerto Rico,PRI,1976,22.441,
Puerto Rico,PRI,1977,22.747,
Puerto Rico,PRI,1978,23.031,
Puerto Rico,PRI,1979,23.283,
